n,gamma,gamma_dps,source
1507,1988.2518768073557660207647504252986588184071622368,50,mpmath.zetazero (mpmath python)
1508,1989.7020027080216189264626232149601962295609157964,50,mpmath.zetazero (mpmath python)
1509,1990.4783525264269916467364891687186769936688637607,50,mpmath.zetazero (mpmath python)
1510,1992.0017063935279027154773566867586824503002676401,50,mpmath.zetazero (mpmath python)
1511,1992.7849878751575727817365520906444204980639584975,50,mpmath.zetazero (mpmath python)
1512,1993.5774931382599846394290902543584881418171269466,50,mpmath.zetazero (mpmath python)
1513,1995.1687396118885377481067310100993426293266348540,50,mpmath.zetazero (mpmath python)
1514,1996.7961769661882069053233621326671539592686700617,50,mpmath.zetazero (mpmath python)
1515,1997.3909140596114493119147528796058150574032243621,50,mpmath.zetazero (mpmath python)
1516,1998.2790069259848224221621113283504294486777368588,50,mpmath.zetazero (mpmath python)
1517,1999.5457641762675889038432972233069083671602721109,50,mpmath.zetazero (mpmath python)
1518,2000.4345153024322467768943364706327874810335466051,50,mpmath.zetazero (mpmath python)
1519,2000.9296206891845551440981259393487184512747778848,50,mpmath.zetazero (mpmath python)
1520,2002.8964083743617406881876830011822548068487865459,50,mpmath.zetazero (mpmath python)
1521,2004.1396692332701349586558194326667722152560874027,50,mpmath.zetazero (mpmath python)
1522,2005.0778481240987591306232733101673783552125037395,50,mpmath.zetazero (mpmath python)
1523,2005.9009348857857108992434671871192326309881621923,50,mpmath.zetazero (mpmath python)
1524,2007.1251801703011258953409037769325119553438360848,50,mpmath.zetazero (mpmath python)
1525,2008.4182403302622716793735763447574450325076993154,50,mpmath.zetazero (mpmath python)
1526,2009.1766341229495898344289792501149049289427892718,50,mpmath.zetazero (mpmath python)
1527,2010.1533247675593264084431633091500265964153794791,50,mpmath.zetazero (mpmath python)
1528,2011.0207050736500575710841167203763633480490364988,50,mpmath.zetazero (mpmath python)
1529,2012.5389354774217453323583191405573124926189714480,50,mpmath.zetazero (mpmath python)
1530,2013.8720977139908262647988707581065685954387846897,50,mpmath.zetazero (mpmath python)
1531,2015.1867286087062829095921801278435168954046658466,50,mpmath.zetazero (mpmath python)
1532,2016.0296380323753935233841002468282131543553663233,50,mpmath.zetazero (mpmath python)
1533,2016.8000756558457325379926442324042743824525200988,50,mpmath.zetazero (mpmath python)
1534,2017.3867672519615580113846400639062971853050189369,50,mpmath.zetazero (mpmath python)
1535,2019.2646002160640997613941570985687684313643136680,50,mpmath.zetazero (mpmath python)
1536,2019.8843671397552930535015425535574425926665418158,50,mpmath.zetazero (mpmath python)
1537,2021.1960427688927880243795837031233303021275852992,50,mpmath.zetazero (mpmath python)
1538,2022.5456176846882660299698691095292264264724892280,50,mpmath.zetazero (mpmath python)
1539,2023.5729117771007478482716802288269026647777562067,50,mpmath.zetazero (mpmath python)
1540,2024.4882621579512502973786924930083572768215454787,50,mpmath.zetazero (mpmath python)
1541,2025.8789062024815609897719006255283794519562157540,50,mpmath.zetazero (mpmath python)
1542,2026.7382589121520976539091747616468078295305511616,50,mpmath.zetazero (mpmath python)
1543,2027.5733170559975424123368680291480772865474104352,50,mpmath.zetazero (mpmath python)
1544,2028.5824593540399516318896679153622269658924378439,50,mpmath.zetazero (mpmath python)
1545,2029.3854795509666473791684529462148655806920218735,50,mpmath.zetazero (mpmath python)
1546,2031.7505506906187369644542530441677659445481875347,50,mpmath.zetazero (mpmath python)
1547,2032.4207808562864302246985949165356910155766213897,50,mpmath.zetazero (mpmath python)
1548,2033.0178927456698158101695712102608904872635096450,50,mpmath.zetazero (mpmath python)
1549,2034.5548287889561650865741794184483171364636396599,50,mpmath.zetazero (mpmath python)
1550,2035.0774400963040779760935054993405183040976726647,50,mpmath.zetazero (mpmath python)
1551,2036.5275264833703267165409307656717317253729205933,50,mpmath.zetazero (mpmath python)
1552,2037.2171110943408915631245668878782206254953892387,50,mpmath.zetazero (mpmath python)
1553,2038.8417382508677501558565962481173719225592280889,50,mpmath.zetazero (mpmath python)
1554,2039.4432187401044518495199920111903589614255086671,50,mpmath.zetazero (mpmath python)
1555,2040.8391196731382238878247629546364573790395585294,50,mpmath.zetazero (mpmath python)
1556,2042.3445862506042088978621956357164643273271601871,50,mpmath.zetazero (mpmath python)
1557,2043.2171165633239644789213173445942993919677711750,50,mpmath.zetazero (mpmath python)
1558,2044.1215932916674954251385861484730344530640201095,50,mpmath.zetazero (mpmath python)
1559,2045.0373208598148209254313505190438538039386584648,50,mpmath.zetazero (mpmath python)
1560,2045.8027604315619354284445336220166745033182245353,50,mpmath.zetazero (mpmath python)
1561,2047.0983363456071322746092467528354919460817129906,50,mpmath.zetazero (mpmath python)
1562,2048.4540940661611123933061039858632168178504082022,50,mpmath.zetazero (mpmath python)
1563,2049.8475256057160692641950009987628188253155693475,50,mpmath.zetazero (mpmath python)
1564,2050.9060553846845483813769892998827462190014327856,50,mpmath.zetazero (mpmath python)
1565,2051.7183881962563191619197624526012909211918941858,50,mpmath.zetazero (mpmath python)
1566,2052.4077901924010178674052521976121229721721253693,50,mpmath.zetazero (mpmath python)
1567,2054.0599168984857342584284469520241246357283863386,50,mpmath.zetazero (mpmath python)
1568,2055.1802673261666612827234175821140658576411818625,50,mpmath.zetazero (mpmath python)
1569,2055.5726028990488721787602113237511408919135100810,50,mpmath.zetazero (mpmath python)
1570,2056.6208666898937792898745515124762606009297874117,50,mpmath.zetazero (mpmath python)
1571,2058.4506511189061361281735801817120248006477190791,50,mpmath.zetazero (mpmath python)
1572,2059.4480217437714589666043803904082065567693612482,50,mpmath.zetazero (mpmath python)
1573,2060.8682472081079683757625578868235159745442029956,50,mpmath.zetazero (mpmath python)
1574,2061.3670592020318897206194019239717249902433064328,50,mpmath.zetazero (mpmath python)
1575,2062.5726509199783940918318681504010149811813425065,50,mpmath.zetazero (mpmath python)
1576,2063.2835594983807631485838001209390668438253538164,50,mpmath.zetazero (mpmath python)
1577,2064.3048676996341480831549375335480136283160134668,50,mpmath.zetazero (mpmath python)
1578,2065.8326722819114647076832434154996300620573217799,50,mpmath.zetazero (mpmath python)
1579,2066.9852293779852873512316287836255865405075142080,50,mpmath.zetazero (mpmath python)
1580,2068.3456385273700947157942032263536799497826221977,50,mpmath.zetazero (mpmath python)
1581,2068.6699410828126941617758972243822188327184715584,50,mpmath.zetazero (mpmath python)
1582,2070.5047175934459751551107731285841523977505147307,50,mpmath.zetazero (mpmath python)
1583,2071.3770831697585964499089747568040868439362042130,50,mpmath.zetazero (mpmath python)
1584,2071.9904548147607870995730698707933731017224372520,50,mpmath.zetazero (mpmath python)
1585,2073.3976037157684066272158932918028573898299232525,50,mpmath.zetazero (mpmath python)
1586,2074.1710649021524872642224402072738885570877642284,50,mpmath.zetazero (mpmath python)
1587,2075.0280655448321566332034003737333402789898662481,50,mpmath.zetazero (mpmath python)
1588,2077.1175701368772070220020590871888592780883371898,50,mpmath.zetazero (mpmath python)
1589,2078.1554846392142840755482048278482298332307182849,50,mpmath.zetazero (mpmath python)
1590,2078.9392881148769023688121851169017929844021125624,50,mpmath.zetazero (mpmath python)
1591,2079.5676284618932273572270050338440860441508435689,50,mpmath.zetazero (mpmath python)
1592,2080.9103434575612879221341806015462435047394228682,50,mpmath.zetazero (mpmath python)
1593,2081.7996865635771461361134793841620678175424592860,50,mpmath.zetazero (mpmath python)
1594,2083.3002768588279757108378228886865761795814738700,50,mpmath.zetazero (mpmath python)
1595,2083.7799925501673975843649662737813699385451049562,50,mpmath.zetazero (mpmath python)
1596,2085.3898136922859866755911257294366435346189196218,50,mpmath.zetazero (mpmath python)
1597,2086.5803185343814215219979522095994865230135950149,50,mpmath.zetazero (mpmath python)
1598,2087.4733409878580163480500950074638218294504017204,50,mpmath.zetazero (mpmath python)
1599,2088.7122811987325811894183992805173077394725448937,50,mpmath.zetazero (mpmath python)
1600,2090.0362067570169415735041981393225243453593901997,50,mpmath.zetazero (mpmath python)
1601,2090.4475500274158669382270184395235402197514471254,50,mpmath.zetazero (mpmath python)
1602,2091.2215806611312636368694923289449776577873720770,50,mpmath.zetazero (mpmath python)
1603,2092.4732181100718917423176060028159348589726740176,50,mpmath.zetazero (mpmath python)
1604,2094.3359174686319551548291881550667848457657218343,50,mpmath.zetazero (mpmath python)
1605,2095.1382566602948236692833399230633565225898691473,50,mpmath.zetazero (mpmath python)
1606,2096.3465299792525885285029264514707038621785579138,50,mpmath.zetazero (mpmath python)
1607,2097.3716063571928945392706508937819806553424192109,50,mpmath.zetazero (mpmath python)
1608,2097.9519221998870396354147321475385604575304764655,50,mpmath.zetazero (mpmath python)
1609,2099.3116512650613474635100651554332604614906262725,50,mpmath.zetazero (mpmath python)
1610,2100.5937452368612406638340947819698566709617611177,50,mpmath.zetazero (mpmath python)
1611,2101.1354894591084149182730861157879169451229180358,50,mpmath.zetazero (mpmath python)
1612,2102.5351002152977009581088743015724101121421290735,50,mpmath.zetazero (mpmath python)
1613,2103.3904548087140393485147563037572690512957701973,50,mpmath.zetazero (mpmath python)
1614,2105.3722065917998977733887952772001272545497686017,50,mpmath.zetazero (mpmath python)
1615,2105.9947043392862416768840187528054131741578897171,50,mpmath.zetazero (mpmath python)
1616,2107.1723624324433414697053911602054343432294176686,50,mpmath.zetazero (mpmath python)
1617,2107.6179114075143277942756903246925687043526196514,50,mpmath.zetazero (mpmath python)
1618,2108.9383848890153355979879490555315087822745934068,50,mpmath.zetazero (mpmath python)
1619,2109.9631431812675820224379853126672209595447731233,50,mpmath.zetazero (mpmath python)
1620,2110.8223718481318220174656088482495845868682726122,50,mpmath.zetazero (mpmath python)
1621,2112.9070875231907777138591483014886765266606701703,50,mpmath.zetazero (mpmath python)
1622,2113.4839664484308012849679300662302868794281170167,50,mpmath.zetazero (mpmath python)
1623,2114.3961373258899923859779413634277676417755896071,50,mpmath.zetazero (mpmath python)
1624,2115.5066027946841144535199330557985832432661000841,50,mpmath.zetazero (mpmath python)
1625,2116.9000560683947275738538604669710185115528056682,50,mpmath.zetazero (mpmath python)
1626,2117.7223994413629780788976601127415283766614338964,50,mpmath.zetazero (mpmath python)
1627,2118.6186462170292627131519290868530322765585655212,50,mpmath.zetazero (mpmath python)
1628,2119.4564284689392766841677068799137635924289760465,50,mpmath.zetazero (mpmath python)
1629,2120.6915625918439505427915993508421062547127890159,50,mpmath.zetazero (mpmath python)
1630,2122.4651511749283624156173566015372439913224265327,50,mpmath.zetazero (mpmath python)
1631,2123.3440423034624993248352796578275267653253198483,50,mpmath.zetazero (mpmath python)
1632,2124.3703687375688782003655573097012928776908906447,50,mpmath.zetazero (mpmath python)
1633,2125.5124000291519392217411823234794318347779828631,50,mpmath.zetazero (mpmath python)
1634,2125.9587848403733053952539499050544784152504428805,50,mpmath.zetazero (mpmath python)
1635,2126.9757111925579889626797232408498207203927980567,50,mpmath.zetazero (mpmath python)
1636,2128.7522905542628366452445942875784472295084613373,50,mpmath.zetazero (mpmath python)
1637,2129.4060802283284429975387951088484837804910998491,50,mpmath.zetazero (mpmath python)
1638,2130.5551022832359166850148032154490427643398040454,50,mpmath.zetazero (mpmath python)
1639,2132.0806209929426431711808195694004826190796955696,50,mpmath.zetazero (mpmath python)
1640,2132.7985164678841546449850038597660182144835400005,50,mpmath.zetazero (mpmath python)
1641,2134.1549339850379241724550680156777220284559269562,50,mpmath.zetazero (mpmath python)
1642,2134.9507725043156721289200326732641778224492174978,50,mpmath.zetazero (mpmath python)
1643,2136.0868975247032137116969595293910177740950430485,50,mpmath.zetazero (mpmath python)
1644,2136.9674705484718703590729267114946554160074384441,50,mpmath.zetazero (mpmath python)
1645,2137.5099405259109135758126786613039457066583670856,50,mpmath.zetazero (mpmath python)
1646,2139.3807599852011075774897349802245808064427360909,50,mpmath.zetazero (mpmath python)
1647,2140.9493626390970405882051668322632197801462591735,50,mpmath.zetazero (mpmath python)
1648,2141.7100359603899503549748424606416303178827661429,50,mpmath.zetazero (mpmath python)
1649,2142.3550431960353852675869965831146083349123750504,50,mpmath.zetazero (mpmath python)
1650,2143.3744441805378855952923505337938624947746566230,50,mpmath.zetazero (mpmath python)
1651,2144.8953374313604286933147138002829262935560652303,50,mpmath.zetazero (mpmath python)
1652,2145.5057537341808240396272196992870840803657238779,50,mpmath.zetazero (mpmath python)
1653,2146.6258944755115178270170173255574909967163917640,50,mpmath.zetazero (mpmath python)
1654,2147.7853673456308338552204878728453573111539958510,50,mpmath.zetazero (mpmath python)
1655,2149.1518493828892218862890676113115455583805444922,50,mpmath.zetazero (mpmath python)
1656,2149.9106398581021190054780103192640985032112544442,50,mpmath.zetazero (mpmath python)
1657,2151.7768851164650259479857939955684618805169281327,50,mpmath.zetazero (mpmath python)
1658,2152.3902265969196551124328656199386862822513527171,50,mpmath.zetazero (mpmath python)
1659,2153.0119641653865286390994327742294435433715745524,50,mpmath.zetazero (mpmath python)
1660,2154.2636239523203360286750746456490350289205945727,50,mpmath.zetazero (mpmath python)
1661,2154.9353458482254731232733045996329666298192051925,50,mpmath.zetazero (mpmath python)
1662,2156.3947272556816892294426809241354364803791783179,50,mpmath.zetazero (mpmath python)
1663,2157.8564895653531270321113147217874401374301670853,50,mpmath.zetazero (mpmath python)
1664,2158.8780722910832044881741917777628018392125652280,50,mpmath.zetazero (mpmath python)
1665,2159.9022860171704924811550247473373055783657426409,50,mpmath.zetazero (mpmath python)
1666,2160.8530623281841912606215626571529709814741955677,50,mpmath.zetazero (mpmath python)
1667,2161.6921721892095316507960803604052888056994285274,50,mpmath.zetazero (mpmath python)
1668,2163.1071222857323803426684482849300662582945251339,50,mpmath.zetazero (mpmath python)
1669,2164.0497203563573502735060099485911000755515805552,50,mpmath.zetazero (mpmath python)
1670,2165.0114371743142957752481011114368145509644483318,50,mpmath.zetazero (mpmath python)
1671,2165.5039490233757442107023059251437526596385266749,50,mpmath.zetazero (mpmath python)
1672,2167.6934442547468480341855786647743721342546926692,50,mpmath.zetazero (mpmath python)
1673,2168.8906158518539823830413643383469725102261270014,50,mpmath.zetazero (mpmath python)
1674,2169.2638292833649550715572413778341500949367618996,50,mpmath.zetazero (mpmath python)
1675,2170.7870749730157366115029745868892820294714184699,50,mpmath.zetazero (mpmath python)
1676,2171.3963619264946916256527393782500763930092897820,50,mpmath.zetazero (mpmath python)
1677,2172.2509628275163264070288457385989190319152912062,50,mpmath.zetazero (mpmath python)
1678,2173.5282969693166121542166662924235312061022925989,50,mpmath.zetazero (mpmath python)
1679,2174.7450208034766455267047797772916594568116224669,50,mpmath.zetazero (mpmath python)
1680,2176.2041194662156383734826197606073223823353407925,50,mpmath.zetazero (mpmath python)
1681,2176.9394516989774059842245362270086723000397026380,50,mpmath.zetazero (mpmath python)
1682,2178.0042091547611243865943382470360874337564929977,50,mpmath.zetazero (mpmath python)
1683,2179.2321850297471874836308717105783968463036286351,50,mpmath.zetazero (mpmath python)
1684,2180.4953182592787807443398877788913918007055416793,50,mpmath.zetazero (mpmath python)
1685,2181.2523670106817683612354472119943022628592776429,50,mpmath.zetazero (mpmath python)
1686,2181.7257830298195618125883273582812549107343147901,50,mpmath.zetazero (mpmath python)
1687,2183.3305840172799376270697635172196856543232696556,50,mpmath.zetazero (mpmath python)
1688,2184.1031907606805349248285569121240356531454729839,50,mpmath.zetazero (mpmath python)
1689,2185.9655283206831090044929380773776871143662709743,50,mpmath.zetazero (mpmath python)
1690,2187.0856909593725210885754308052302818523701094169,50,mpmath.zetazero (mpmath python)
1691,2187.7984558778278990414309679826275718209029366765,50,mpmath.zetazero (mpmath python)
1692,2188.5587632030885432322599633122429758248425928187,50,mpmath.zetazero (mpmath python)
1693,2189.4970729026053916292067382498491242889876629945,50,mpmath.zetazero (mpmath python)
1694,2191.0933630457492756496607711027274859241731560953,50,mpmath.zetazero (mpmath python)
1695,2191.7780174005079886888628908059861424555160118778,50,mpmath.zetazero (mpmath python)
1696,2192.8267705398612087469183872401372568448785173099,50,mpmath.zetazero (mpmath python)
1697,2194.2315300504497005621177613927425989291395156754,50,mpmath.zetazero (mpmath python)
1698,2195.2316876812557849738700624371133633374666105776,50,mpmath.zetazero (mpmath python)
1699,2196.7159776667585435409445182244048647023305292926,50,mpmath.zetazero (mpmath python)
1700,2197.2587470402059044911455509348014277644017056235,50,mpmath.zetazero (mpmath python)
1701,2198.6875126843675223336568350125527894199142027869,50,mpmath.zetazero (mpmath python)
1702,2199.3029653209695836100669639971997060920734764758,50,mpmath.zetazero (mpmath python)
1703,2200.3510209132630484274624847753631406508271277217,50,mpmath.zetazero (mpmath python)
1704,2200.9159530255518245046941986617005457074488022065,50,mpmath.zetazero (mpmath python)
1705,2203.2774537306460113421807509080218665885375897822,50,mpmath.zetazero (mpmath python)
1706,2203.9063645837735481468971467515543191310466052021,50,mpmath.zetazero (mpmath python)
1707,2204.9978017548301079491045781501197164052184255872,50,mpmath.zetazero (mpmath python)
1708,2205.8557612455439205294493247725536059099395829509,50,mpmath.zetazero (mpmath python)
1709,2207.1721619149522202888876364737672576450087257452,50,mpmath.zetazero (mpmath python)
1710,2207.8027413367369547307458588815589485929436261649,50,mpmath.zetazero (mpmath python)
1711,2209.1537444002632580741463415187701118691985688143,50,mpmath.zetazero (mpmath python)
1712,2210.2080149892503644493700270113871895437809530470,50,mpmath.zetazero (mpmath python)
1713,2210.8509410992961667392040141837259715594242303470,50,mpmath.zetazero (mpmath python)
1714,2212.3435684000364043498695250866190024714883636088,50,mpmath.zetazero (mpmath python)
1715,2213.7002562484360904593347930683502229250096487649,50,mpmath.zetazero (mpmath python)
1716,2214.9499256320924957726328530177681760349574945691,50,mpmath.zetazero (mpmath python)
1717,2215.8205656906455550327100216066759004541305047524,50,mpmath.zetazero (mpmath python)
1718,2216.2963758876451934286667873906512085226287769026,50,mpmath.zetazero (mpmath python)
1719,2217.4693751162251934325258590960777390816757714446,50,mpmath.zetazero (mpmath python)
1720,2218.5210069133952962685166266252768314116164052802,50,mpmath.zetazero (mpmath python)
1721,2219.7998156983610617895498454026824941992588849760,50,mpmath.zetazero (mpmath python)
1722,2220.8521588489141826076074107028739155832916089554,50,mpmath.zetazero (mpmath python)
1723,2222.6366045880974678568962602772278878280451625051,50,mpmath.zetazero (mpmath python)
1724,2223.0550579188104079730363553302478297921618302489,50,mpmath.zetazero (mpmath python)
1725,2223.7777725072145299788208840568578456405516694748,50,mpmath.zetazero (mpmath python)
1726,2225.5646451171694260052298843164728367438639133383,50,mpmath.zetazero (mpmath python)
1727,2226.3327344055755871327048519651748822040555659014,50,mpmath.zetazero (mpmath python)
1728,2227.2462293765953765321874458389248069023053299403,50,mpmath.zetazero (mpmath python)
1729,2227.9705738822563093798334130075045292864991409010,50,mpmath.zetazero (mpmath python)
1730,2229.1279589101233039392733862745934074837194381904,50,mpmath.zetazero (mpmath python)
1731,2230.8986908562172486293923164786556268053609439991,50,mpmath.zetazero (mpmath python)
1732,2231.9771540740733140060739636923313728999248816324,50,mpmath.zetazero (mpmath python)
1733,2232.9248538689661817784265904905020092022914288842,50,mpmath.zetazero (mpmath python)
1734,2233.7202222503129061907669202656167835254546700700,50,mpmath.zetazero (mpmath python)
1735,2234.8149345313269000143004543183638940318369474660,50,mpmath.zetazero (mpmath python)
1736,2235.5466621356000631885427230450780488548849634744,50,mpmath.zetazero (mpmath python)
1737,2236.7736438450998357811069775507974476652078241767,50,mpmath.zetazero (mpmath python)
1738,2238.1547995192976153965528267685657952480454868768,50,mpmath.zetazero (mpmath python)
1739,2239.1677439602366594644704407748517990632190930846,50,mpmath.zetazero (mpmath python)
1740,2240.0212094704710963993106134665471282455465469668,50,mpmath.zetazero (mpmath python)
1741,2241.5361865237664020520729570874232387382633789680,50,mpmath.zetazero (mpmath python)
1742,2242.6211801593794810805890557594664314559232868228,50,mpmath.zetazero (mpmath python)
1743,2243.3736684189619985357636509441188929546026756000,50,mpmath.zetazero (mpmath python)
1744,2244.3707017004303386090593230620833869557787240347,50,mpmath.zetazero (mpmath python)
1745,2245.5652865312713422349850466727571177004194517727,50,mpmath.zetazero (mpmath python)
1746,2246.0165581782856269680995908857509203096677639819,50,mpmath.zetazero (mpmath python)
1747,2247.3644312512293920224785951320586967878993436393,50,mpmath.zetazero (mpmath python)
1748,2249.5501985735370926583592452603950350888830078658,50,mpmath.zetazero (mpmath python)
1749,2249.7707665527239612764925838318938977994502624847,50,mpmath.zetazero (mpmath python)
1750,2251.0466419415531663162836454870572530925236471075,50,mpmath.zetazero (mpmath python)
1751,2251.8453183386933993579202005670812169406395867509,50,mpmath.zetazero (mpmath python)
1752,2252.6784326738388565814109037403920627267342703990,50,mpmath.zetazero (mpmath python)
1753,2254.5622469943895531084625073535553052537425222795,50,mpmath.zetazero (mpmath python)
1754,2254.7590790013039952974526681593562698049058204628,50,mpmath.zetazero (mpmath python)
1755,2255.8245655715369412384080977502235460433246300660,50,mpmath.zetazero (mpmath python)
1756,2257.3463846831328006605653766857141299131909530764,50,mpmath.zetazero (mpmath python)
1757,2258.5018472911458381694894659280776473921243401276,50,mpmath.zetazero (mpmath python)
1758,2259.5178420573842739829809402687659035939010170554,50,mpmath.zetazero (mpmath python)
1759,2260.8902594168002651211909688150921358269109099064,50,mpmath.zetazero (mpmath python)
1760,2261.6600644494810990112236619736897462998248026233,50,mpmath.zetazero (mpmath python)
1761,2262.6744306482097995387019221066240681656776757301,50,mpmath.zetazero (mpmath python)
1762,2262.8783053811611122301512287468585883957872324369,50,mpmath.zetazero (mpmath python)
1763,2264.6763997057702466381937464156137476055460699051,50,mpmath.zetazero (mpmath python)
1764,2265.7684461154694477888827327938404113773798331505,50,mpmath.zetazero (mpmath python)
1765,2267.3845010675440358322336557237190863444297569782,50,mpmath.zetazero (mpmath python)
1766,2267.8791753371660698739462536729157459158719591159,50,mpmath.zetazero (mpmath python)
1767,2269.2269982616095506592372486161080738969993651688,50,mpmath.zetazero (mpmath python)
1768,2269.9191032168383468483881116811072725420659804446,50,mpmath.zetazero (mpmath python)
1769,2271.3262824680663813713058897609616806046839977760,50,mpmath.zetazero (mpmath python)
1770,2272.0490157012376584604413174376519577892866774241,50,mpmath.zetazero (mpmath python)
1771,2273.3475340531644742747923384568375270269903102081,50,mpmath.zetazero (mpmath python)
1772,2273.9562891459430560555121949278774667754135934808,50,mpmath.zetazero (mpmath python)
1773,2275.0686647759713335096026367622217931803202961687,50,mpmath.zetazero (mpmath python)
1774,2277.0793177566235230628075166089937231812252801726,50,mpmath.zetazero (mpmath python)
1775,2278.0126283933053809808636475636750752306213208694,50,mpmath.zetazero (mpmath python)
1776,2278.5259421557841917469604183519606095553974739348,50,mpmath.zetazero (mpmath python)
1777,2279.5073058411194937547321964238314869768921063917,50,mpmath.zetazero (mpmath python)
1778,2280.8707198525862092600192128232626922792342703858,50,mpmath.zetazero (mpmath python)
1779,2281.3564836145462935895248716322214522744937315712,50,mpmath.zetazero (mpmath python)
1780,2282.6903751376478923489615288799388558436669855616,50,mpmath.zetazero (mpmath python)
1781,2284.0560114593513778620358588435333572046644315084,50,mpmath.zetazero (mpmath python)
1782,2285.2222423648665038752967390234808821384509926551,50,mpmath.zetazero (mpmath python)
1783,2286.1498141405640541686459109507168020876991507795,50,mpmath.zetazero (mpmath python)
1784,2287.0461586710106041660103930748054051516996189397,50,mpmath.zetazero (mpmath python)
1785,2288.5788494457646263698738509775984857197529975345,50,mpmath.zetazero (mpmath python)
1786,2289.3362847101341501066204689927594981814670689031,50,mpmath.zetazero (mpmath python)
1787,2290.2414582108557312495672551209975646442109105461,50,mpmath.zetazero (mpmath python)
1788,2291.0976636121120119325135079047913618232361931066,50,mpmath.zetazero (mpmath python)
1789,2291.9289012524905571801916851675706228289934264004,50,mpmath.zetazero (mpmath python)
1790,2293.8961451060867566814508651157836856116789621767,50,mpmath.zetazero (mpmath python)
1791,2294.6879184117143114399571978822624095575568859093,50,mpmath.zetazero (mpmath python)
1792,2296.1150911883303461152949056901591406332936905735,50,mpmath.zetazero (mpmath python)
1793,2296.9985224725151266339324695303887153136029515436,50,mpmath.zetazero (mpmath python)
1794,2297.3726475798095939488344659279982783155542104108,50,mpmath.zetazero (mpmath python)
1795,2298.6123633656602056668848794608355075398337543692,50,mpmath.zetazero (mpmath python)
1796,2299.9615776200896867546231397722559747116657862093,50,mpmath.zetazero (mpmath python)
1797,2301.2341257988309029577430667518707647764614202331,50,mpmath.zetazero (mpmath python)
1798,2301.4548403517284644788660412463743142204293676727,50,mpmath.zetazero (mpmath python)
1799,2303.2954819825732230446699066288527061708268901013,50,mpmath.zetazero (mpmath python)
1800,2304.3051386703745335971128209551654965579161717814,50,mpmath.zetazero (mpmath python)
1801,2305.5083567886819685749674614239052629250439024035,50,mpmath.zetazero (mpmath python)
1802,2306.5177330700035351063220429122104988029477876964,50,mpmath.zetazero (mpmath python)
1803,2307.3555533704780831338533156701840177884033363178,50,mpmath.zetazero (mpmath python)
1804,2308.2102846347646790125448835404954616645526643358,50,mpmath.zetazero (mpmath python)
1805,2309.3703582395291170234692881305484106169217381838,50,mpmath.zetazero (mpmath python)
1806,2309.9311223841836229245445652427190028375236748920,50,mpmath.zetazero (mpmath python)
1807,2312.0479964496107435730258577984584330912459050733,50,mpmath.zetazero (mpmath python)
1808,2313.1909141707478993283094232301253890467588037777,50,mpmath.zetazero (mpmath python)
1809,2313.6893599672239604079234419690096220864671696928,50,mpmath.zetazero (mpmath python)
1810,2314.6211821135941618770863957361129003911515075434,50,mpmath.zetazero (mpmath python)
1811,2316.0494547199888291550053586315422488868308118828,50,mpmath.zetazero (mpmath python)
1812,2316.9624945048407725124443826694061937818115012624,50,mpmath.zetazero (mpmath python)
1813,2317.8515318642770403034241857879908477013531138967,50,mpmath.zetazero (mpmath python)
1814,2318.8260353364301483596963219960919496460069376126,50,mpmath.zetazero (mpmath python)
1815,2320.0885232040272576457968014026434421459402113151,50,mpmath.zetazero (mpmath python)
1816,2320.9495316286596051651204697305952291531269845711,50,mpmath.zetazero (mpmath python)
1817,2322.8126326066933342565323581803965359676717939969,50,mpmath.zetazero (mpmath python)
1818,2323.5342742407660597148375274490456238349102150386,50,mpmath.zetazero (mpmath python)
1819,2324.5124552322583889545624353484336532641729826980,50,mpmath.zetazero (mpmath python)
1820,2325.5570964917654539176418826487380101255946901625,50,mpmath.zetazero (mpmath python)
1821,2325.9030159275131077484956742729485043190580281311,50,mpmath.zetazero (mpmath python)
1822,2327.3768558196995610605120770825495683878035854986,50,mpmath.zetazero (mpmath python)
1823,2328.6348751011686092684800651588220245481187888778,50,mpmath.zetazero (mpmath python)
1824,2329.7057234064495556907795250832011267389353382205,50,mpmath.zetazero (mpmath python)
1825,2331.0131102895728930274773175770773641430393550365,50,mpmath.zetazero (mpmath python)
1826,2331.9427078064027678338123868156396906131135627381,50,mpmath.zetazero (mpmath python)
1827,2332.9877654327750176842681151310608971698901033230,50,mpmath.zetazero (mpmath python)
1828,2333.7208633737822827477642496015169007083623733600,50,mpmath.zetazero (mpmath python)
1829,2335.5317125744509563618885911488759528161365135908,50,mpmath.zetazero (mpmath python)
1830,2335.8671538056497813635377501512707592652864163966,50,mpmath.zetazero (mpmath python)
1831,2336.6210367862387213395163705649328066986547405442,50,mpmath.zetazero (mpmath python)
1832,2337.7617301588206968631958741770035123069909052481,50,mpmath.zetazero (mpmath python)
1833,2339.6156838959826201967815031863811001307964490201,50,mpmath.zetazero (mpmath python)
1834,2340.8267267066444814248069392815248425743287936684,50,mpmath.zetazero (mpmath python)
1835,2341.3245961862154866620448178322298178758118631412,50,mpmath.zetazero (mpmath python)
1836,2342.6540416584692638087838091612500237760489117483,50,mpmath.zetazero (mpmath python)
1837,2343.2591589550088601528993795907144072559583768125,50,mpmath.zetazero (mpmath python)
1838,2344.3112162361517578247057203140292650612809704987,50,mpmath.zetazero (mpmath python)
